Latitude,Longitude,SST,Number,Season,Bathymetry,BathymetrySD,Species,Dist2Coast,Ocean,Season2,Nitrate,MLD,Chl,PA,Preds
-10,157,29.34361,0,janmarch,-3.792769,463.8059,skipjack tuna,188.9285,pacific,2,0.081474,20.96471,0.112444,0,0.3018054269318062
-10,157,28.60852,1,apriljune,-3.792769,463.8059,skipjack tuna,188.9285,pacific,3,0.191844,33.4515,0.141923,1,0.2524876188359813
-10,158,27.64833,0,julsept,-3.084244,1301.276,skipjack tuna,140.8059,pacific,4,0.04994,41.73148,0.179597,0,0.2921523262526861
-10,158,28.69516,4,octoberdec,-3.084244,1301.276,skipjack tuna,140.8059,pacific,2,0.185996,28.30869,0.139101,1,0.2839919940471383
-10,158,29.34437,0,janmarch,-3.084244,1301.276,skipjack tuna,140.8059,pacific,2,0.126299,20.6285,0.110379,0,0.30927692256678274
-10,158,28.70336,0,apriljune,-3.084244,1301.276,skipjack tuna,140.8059,pacific,3,0.170716,33.76932,0.145102,0,0.25989396656418134
-10,159,28.71649,3,octoberdec,-1.890491,1404.882,skipjack tuna,67.91228,pacific,2,0.107725,29.20871,0.168148,1,0.30299937700919727
-10,159,28.73346,0,apriljune,-1.890491,1404.882,skipjack tuna,67.91228,pacific,3,0.110943,33.45333,0.164741,0,0.2765567416930202
-10,161,27.93105,0,julsept,-1.486037,838.7468,skipjack tuna,16.20443,pacific,4,0,41.16712,0.133248,0,0.3218109000139965
-10,161,28.73222,1,octoberdec,-1.486037,838.7468,skipjack tuna,16.20443,pacific,2,3.3e-4,29.91281,0.128885,1,0.3283446670542446
-10,162,27.93429,0,julsept,-3.96382,1121.761,skipjack tuna,34.38883,pacific,4,5.22e-4,41.00873,0.106095,0,0.3250930927310533
-10,162,28.74162,0,apriljune,-3.96382,1121.761,skipjack tuna,34.38883,pacific,3,0.001472,28.10644,0.127753,0,0.30433746625618835
-10,162,28.73365,1,octoberdec,-3.96382,1121.761,skipjack tuna,34.38883,pacific,2,5.62e-4,31.42217,0.086228,1,0.3318007596135686
-10,166,28.08764,2,julsept,-2.898344,909.6397,skipjack tuna,33.69105,pacific,4,0.054076,45.18697,0.087112,1,0.33878661648457764
-10,167,28.8147,0,octoberdec,-3.378897,857.4921,skipjack tuna,76.90635,pacific,2,0.066217,34.21799,0.055769,0,0.3532301845948712
-10,168,28.88834,0,apriljune,-3.826676,543.0294,skipjack tuna,152.9973,pacific,3,0.065662,34.20426,0.091323,0,0.3208233167300604
-10,169,28.92089,0,apriljune,-4.029314,720.5209,skipjack tuna,209.3467,pacific,3,0.052702,35.73474,0.089433,0,0.3199187951948696
-10,171,28.22632,0,julsept,-4.863751,257.3919,skipjack tuna,352.8685,pacific,4,0.052125,44.02159,0.075813,0,0.30812207664665026
-11,144,25.21068,0,julsept,-1.008297,455.0993,skipjack tuna,123.094,pacific,4,0.289123,45.89844,0.173627,0,0.1662900452484917
-11,144,27.73823,1,octoberdec,-1.008297,455.0993,skipjack tuna,123.094,pacific,2,0.096967,21.1896,0.150439,1,0.3403798037546026
-11,145,27.56994,1,octoberdec,-1.288893,382.0539,skipjack tuna,215.8325,pacific,2,0.103141,23.09338,0.140555,1,0.32403634393609854
-11,145,25.29744,0,julsept,-1.288893,382.0539,skipjack tuna,215.8325,pacific,4,0.280325,48.50607,0.131605,0,0.16326531068344782
-11,146,25.45121,0,julsept,-1.834997,241.3059,skipjack tuna,206.2903,pacific,4,0.263314,51.21237,0.126709,0,0.17640018917401937
-11,146,27.43937,0,octoberdec,-1.834997,241.3059,skipjack tuna,206.2903,pacific,2,0.109994,24.84458,0.11566800000000001,0,0.3208606245228216
-11,147,25.55282,0,julsept,-2.139879,587.114,skipjack tuna,157.1376,pacific,4,0.231735,51.76899,0.194611,0,0.19061998763572074
-11,147,27.41109,0,octoberdec,-2.139879,587.114,skipjack tuna,157.1376,pacific,2,0.118847,24.50179,0.206953,0,0.3244863745385311
-11,147,27.26904,0,apriljune,-2.139879,587.114,skipjack tuna,157.1376,pacific,3,0.258596,36.21377,0.247607,0,0.2860753764382035
-11,148,27.47964,1,octoberdec,-1.615872,824.196,skipjack tuna,140.0614,pacific,2,0.116091,22.98025,0.303392,1,0.32598041187434734
-11,148,25.60812,0,julsept,-1.615872,824.196,skipjack tuna,140.0614,pacific,4,0.209435,49.89054,0.38178,0,0.19732728982683592
-11,148,27.33412,1,apriljune,-1.615872,824.196,skipjack tuna,140.0614,pacific,3,0.24141,33.16841,0.398152,1,0.2884877640603759
-11,149,25.69809,1,julsept,-1.174538,801.9806,skipjack tuna,110.2924,pacific,4,0.204666,43.9375,0.398885,1,0.20821906336348367
-11,149,27.55763,0,octoberdec,-1.174538,801.9806,skipjack tuna,110.2924,pacific,2,0.105717,19.87856,0.251374,0,0.33009269217424586
-11,150,27.60794,0,octoberdec,-0.4682432,565.4115,skipjack tuna,76.30373,pacific,2,0.225712,16.88887,0.276687,0,0.32541117583481666
-11,150,25.81637,0,julsept,-0.4682432,565.4115,skipjack tuna,76.30373,pacific,4,0.142391,37.21213,0.354193,0,0.22582334028697676
-11,151,27.48678,0,apriljune,-0.7628929,749.0495,skipjack tuna,54.52813,pacific,3,0.230277,27.30331,0.278042,0,0.29962462203761925
-11,151,25.96254,1,julsept,-0.7628929,749.0495,skipjack tuna,54.52813,pacific,4,0.06098,34.1343,0.220975,1,0.24561415844480658
-11,151,27.68446,0,octoberdec,-0.7628929,749.0495,skipjack tuna,54.52813,pacific,2,0.106418,16.8313,0.208506,0,0.3363118795702179
-11,152,27.54552,1,apriljune,-1.745603,956.5357,skipjack tuna,34.9923,pacific,3,0.233815,27.55101,0.189649,1,0.30262518749218476
-11,152,26.1543,0,julsept,-1.745603,956.5357,skipjack tuna,34.9923,pacific,4,0.013366,34.60196,0.164594,0,0.26479864249207896
-11,152,27.79584,0,octoberdec,-1.745603,956.5357,skipjack tuna,34.9923,pacific,2,0.154897,18.75411,0.142475,0,0.33389517176549083
-11,153,27.96856,0,octoberdec,-2.884763,574.5677,skipjack tuna,18.06607,pacific,2,0.202898,22.09883,0.105585,0,0.3269787331210843
-11,153,27.66677,0,apriljune,-2.884763,574.5677,skipjack tuna,18.06607,pacific,3,0.231121,28.6797,0.136912,0,0.30607009096430376
-11,153,28.998169999999998,0,janmarch,-2.884763,574.5677,skipjack tuna,18.06607,pacific,2,0.08072,13.87383,0.109268,0,0.28788067969450964
-11,153,26.383,0,julsept,-2.884763,574.5677,skipjack tuna,18.06607,pacific,4,0,37.22604,0.130175,0,0.2787740770386558
-11,154,27.83454,0,apriljune,-2.902697,669.9802,skipjack tuna,43.35141,pacific,3,0.233488,31.14452,0.125424,0,0.3010442042483868
-11,154,26.61114,0,julsept,-2.902697,669.9802,skipjack tuna,43.35141,pacific,4,0,40.8456,0.130164,0,0.280948887427
-11,154,28.17582,0,octoberdec,-2.902697,669.9802,skipjack tuna,43.35141,pacific,2,0.240168,26.43023,0.098941,0,0.30844990801401617
-11,154,29.14105,0,janmarch,-2.902697,669.9802,skipjack tuna,43.35141,pacific,2,0.06725,17.02237,0.094607,0,0.2934445803778018
-11,155,26.81153,0,julsept,-2.808907,1081.867,skipjack tuna,137.1869,pacific,4,0,44.19234,0.148395,0,0.27153528870700144
-11,155,28.30147,1,octoberdec,-2.808907,1081.867,skipjack tuna,137.1869,pacific,2,0.259428,30.38463,0.102533,1,0.28649825880274726
-11,155,27.99677,0,apriljune,-2.808907,1081.867,skipjack tuna,137.1869,pacific,3,0.23684,34.07172,0.12777,0,0.28354154360235456
-11,156,28.35361,1,octoberdec,-3.381184,684.127,skipjack tuna,243.2649,pacific,2,0.252616,33.06444,0.101737,1,0.2715394186169057
-11,156,26.99054,0,julsept,-3.381184,684.127,skipjack tuna,243.2649,pacific,4,0,47.06653,0.150725,0,0.26100206603726417
-11,157,28.41476,2,octoberdec,-2.198943,1339.191,skipjack tuna,247.26,pacific,2,0.236794,33.59445,0.102019,1,0.27108541465886254
-11,157,27.15961,0,julsept,-2.198943,1339.191,skipjack tuna,247.26,pacific,4,0,48.19029,0.151406,0,0.2652837564847623
-11,158,28.48083,0,octoberdec,-2.801277,827.9431,skipjack tuna,142.8476,pacific,2,0.173043,31.38782,0.120505,0,0.28912493819446816
-11,158,27.32133,1,julsept,-2.801277,827.9431,skipjack tuna,142.8476,pacific,4,0.045861,46.89051,0.162779,1,0.28269415458202724
-11,158,29.26514,0,janmarch,-2.801277,827.9431,skipjack tuna,142.8476,pacific,2,0.132022,21.18262,0.091257,0,0.29667111073263164
-11,159,27.44241,0,julsept,-3.165168,991.4988,skipjack tuna,46.50912,pacific,4,0.063347,45.42741,0.179053,0,0.3016625295338256
-11,159,28.48338,0,octoberdec,-3.165168,991.4988,skipjack tuna,46.50912,pacific,2,0.091945,29.16284,0.131743,0,0.3131898855476965
-11,159,28.48375,0,apriljune,-3.165168,991.4988,skipjack tuna,46.50912,pacific,3,0.101415,34.1427,0.143944,0,0.2861717052424913
-11,160,28.44287,4,octoberdec,-3.810497,1310.838,skipjack tuna,31.90156,pacific,2,0.031089,28.1621,0.119246,1,0.32879318463751783
-11,161,27.59253,0,julsept,-2.171265,1705.821,skipjack tuna,75.66563,pacific,4,0.028064,42.29869,0.157584,0,0.31400342234052236
-11,161,28.43338,1,octoberdec,-2.171265,1705.821,skipjack tuna,75.66563,pacific,2,0.019406,29.23289,0.153051,1,0.33077340076807715
-11,162,28.45571,2,octoberdec,-2.827019,1460.791,skipjack tuna,73.58145,pacific,2,5.36e-4,31.27612,0.11791600000000001,1,0.3379390065927162
-11,162,29.29893,0,janmarch,-2.827019,1460.791,skipjack tuna,73.58145,pacific,2,0.00141,18.41456,0.118046,0,0.34359789835457777
-11,163,28.48587,3,octoberdec,-3.084916,791.8461,skipjack tuna,135.5298,pacific,2,3.41e-4,33.32358,0.074907,1,0.33412786146287105
-11,163,27.62468,0,julsept,-3.084916,791.8461,skipjack tuna,135.5298,pacific,4,0.001623,43.9586,0.105,0,0.32177575300284694
-11,163,29.30938,0,janmarch,-3.084916,791.8461,skipjack tuna,135.5298,pacific,2,0.001582,20.46731,0.091457,0,0.3427839350612057
-11,166,27.70474,0,julsept,-1.564838,814.1378,skipjack tuna,29.55515,pacific,4,0.047635,45.44436,0.116364,0,0.3568400359206969
-11,167,27.78687,0,julsept,-2.450737,805.0678,skipjack tuna,65.55647,pacific,4,0.062422,46.21222,0.09397,0,0.35657044560825946
-11,168,28.60511,2,octoberdec,-3.574181,292.186,skipjack tuna,95.74895,pacific,2,0.060189,35.2883,0.051736,1,0.36627346163486085
-11,169,28.73765,0,apriljune,-3.632247,530.2392,skipjack tuna,116.9359,pacific,3,0.05415,39.08909,0.094444,0,0.33658930311699053
